timestamp,n_train
2025-08-21 13:00:00,41
2025-08-21 15:00:00,42
2025-08-25 09:00:00,43
2025-08-25 16:00:00,44
2025-08-26 12:00:00,45
2025-08-26 16:30:00,46
2025-08-27 11:40:00,47
2025-08-27 14:10:00,48
2025-08-28 13:30:00,49
2025-08-28 15:00:00,50
2025-08-31 08:20:00,51
2025-08-31 12:30:00,52
2025-09-01 08:30:00,53
2025-09-01 12:30:00,54
2025-09-02 08:30:00,55
2025-09-02 15:00:00,56
2025-09-03 09:00:00,57
2025-09-03 15:20:00,58
2025-09-07 08:50:00,59
2025-09-07 15:30:00,60
2025-09-08 09:30:00,61
2025-09-08 13:50:00,62
2025-09-09 08:30:00,63
2025-09-09 14:10:00,64
2025-09-09 15:40:00,65
2025-09-09 18:40:00,66
2025-09-10 07:50:00,67
2025-09-10 11:30:00,68
2025-09-10 13:50:00,69
2025-09-10 15:50:00,70
2025-09-11 07:50:00,71
2025-09-11 11:20:00,72
2025-09-11 13:30:00,73
2025-09-11 14:10:00,74
2025-09-11 17:20:00,75
2025-09-11 18:10:00,76
2025-09-14 08:30:00,77
2025-09-14 11:30:00,78
2025-09-14 12:20:00,79
2025-09-14 15:10:00,80
2025-09-14 18:00:00,81
2025-09-15 08:10:00,82
2025-09-15 12:00:00,83
2025-09-15 14:10:00,84
2025-09-15 15:30:00,85
2025-09-15 17:40:00,86
2025-09-16 06:40:00,87
2025-09-16 08:50:00,88
2025-09-16 10:00:00,89
2025-09-16 12:10:00,90
2025-09-16 13:50:00,91
2025-09-17 08:50:00,92
2025-09-17 11:50:00,93
2025-09-17 13:30:00,94
2025-09-17 15:20:00,95
2025-09-18 07:10:00,96
2025-09-18 09:40:00,97
2025-09-18 10:30:00,98
2025-09-18 12:00:00,99
2025-09-18 13:10:00,100
2025-09-18 14:10:00,101
2025-09-18 15:10:00,102
2025-09-21 06:30:00,103
2025-09-21 07:20:00,104
2025-09-21 08:40:00,105
2025-09-21 10:30:00,106
2025-09-21 11:40:00,107
2025-09-21 13:40:00,108
2025-09-21 15:30:00,109
